,label,text,cleaned_text
178,Dengue,"skin_rash,chills,joint_pain,vomiting,high_fever,headache,nausea,loss_of_appetite,pain_behind_the_eyes,back_pain,malaise,muscle_pain,red_spots_over_body","skin rash , chills , joint pain , vomiting , high fever , headache , nausea , loss appetite , pain behind eyes , back pain , malaise , muscle pain , red spots body"
179,Dengue,"skin_rash,chills,joint_pain,vomiting,fatigue,headache,nausea,loss_of_appetite,pain_behind_the_eyes,back_pain,malaise,muscle_pain,red_spots_over_body","skin rash , chills , joint pain , vomiting , fatigue , headache , nausea , loss appetite , pain behind eyes , back pain , malaise , muscle pain , red spots body"
180,Typhoid,"chills,vomiting,fatigue,high_fever,nausea,constipation,abdominal_pain,diarrhoea,toxic_look_(typhos),belly_pain","chills , vomiting , fatigue , high fever , nausea , constipation , abdominal pain , diarrhoea , toxic look typhos , belly pain"
181,Typhoid,"chills,vomiting,fatigue,high_fever,headache,constipation,abdominal_pain,diarrhoea,toxic_look_(typhos),belly_pain","chills , vomiting , fatigue , high fever , headache , constipation , abdominal pain , diarrhoea , toxic look typhos , belly pain"
182,Typhoid,"chills,vomiting,fatigue,high_fever,headache,nausea,abdominal_pain,diarrhoea,toxic_look_(typhos),belly_pain","chills , vomiting , fatigue , high fever , headache , nausea , abdominal pain , diarrhoea , toxic look typhos , belly pain"
183,Typhoid,"chills,vomiting,fatigue,high_fever,headache,nausea,constipation,diarrhoea,toxic_look_(typhos),belly_pain","chills , vomiting , fatigue , high fever , headache , nausea , constipation , diarrhoea , toxic look typhos , belly pain"
184,Typhoid,"chills,vomiting,fatigue,high_fever,headache,nausea,constipation,abdominal_pain,toxic_look_(typhos),belly_pain","chills , vomiting , fatigue , high fever , headache , nausea , constipation , abdominal pain , toxic look typhos , belly pain"
185,Typhoid,"chills,vomiting,fatigue,high_fever,headache,nausea,constipation,abdominal_pain,diarrhoea,belly_pain","chills , vomiting , fatigue , high fever , headache , nausea , constipation , abdominal pain , diarrhoea , belly pain"
186,Typhoid,"chills,vomiting,fatigue,high_fever,headache,nausea,constipation,abdominal_pain,diarrhoea,toxic_look_(typhos)","chills , vomiting , fatigue , high fever , headache , nausea , constipation , abdominal pain , diarrhoea , toxic look typhos"
187,Typhoid,"chills,vomiting,fatigue,high_fever,headache,nausea,constipation,abdominal_pain,diarrhoea,toxic_look_(typhos),belly_pain","chills , vomiting , fatigue , high fever , headache , nausea , constipation , abdominal pain , diarrhoea , toxic look typhos , belly pain"
188,Typhoid,"chills,vomiting,fatigue,high_fever,headache,nausea,constipation,abdominal_pain,diarrhoea,toxic_look_(typhos),belly_pain","chills , vomiting , fatigue , high fever , headache , nausea , constipation , abdominal pain , diarrhoea , toxic look typhos , belly pain"
189,Typhoid,"chills,fatigue,high_fever,headache,nausea,constipation,abdominal_pain,diarrhoea,toxic_look_(typhos),belly_pain","chills , fatigue , high fever , headache , nausea , constipation , abdominal pain , diarrhoea , toxic look typhos , belly pain"
190,hepatitis A,"joint_pain,vomiting,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,diarrhoea,mild_fever,yellowing_of_eyes,muscle_pain","joint pain , vomiting , yellowish skin , dark urine , nausea , loss appetite , abdominal pain , diarrhoea , mild fever , yellowing eyes , muscle pain"
191,hepatitis A,"joint_pain,vomiting,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,diarrhoea,mild_fever,yellowing_of_eyes,muscle_pain","joint pain , vomiting , yellowish skin , dark urine , nausea , loss appetite , abdominal pain , diarrhoea , mild fever , yellowing eyes , muscle pain"
192,hepatitis A,"vomiting,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,diarrhoea,mild_fever,yellowing_of_eyes,muscle_pain","vomiting , yellowish skin , dark urine , nausea , loss appetite , abdominal pain , diarrhoea , mild fever , yellowing eyes , muscle pain"
193,hepatitis A,"joint_pain,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,diarrhoea,mild_fever,yellowing_of_eyes,muscle_pain","joint pain , yellowish skin , dark urine , nausea , loss appetite , abdominal pain , diarrhoea , mild fever , yellowing eyes , muscle pain"
194,hepatitis A,"joint_pain,vomiting,dark_urine,nausea,loss_of_appetite,abdominal_pain,diarrhoea,mild_fever,yellowing_of_eyes,muscle_pain","joint pain , vomiting , dark urine , nausea , loss appetite , abdominal pain , diarrhoea , mild fever , yellowing eyes , muscle pain"
195,hepatitis A,"joint_pain,vomiting,yellowish_skin,nausea,loss_of_appetite,abdominal_pain,diarrhoea,mild_fever,yellowing_of_eyes,muscle_pain","joint pain , vomiting , yellowish skin , nausea , loss appetite , abdominal pain , diarrhoea , mild fever , yellowing eyes , muscle pain"
196,hepatitis A,"joint_pain,vomiting,yellowish_skin,dark_urine,loss_of_appetite,abdominal_pain,diarrhoea,mild_fever,yellowing_of_eyes,muscle_pain","joint pain , vomiting , yellowish skin , dark urine , loss appetite , abdominal pain , diarrhoea , mild fever , yellowing eyes , muscle pain"
197,hepatitis A,"joint_pain,vomiting,yellowish_skin,dark_urine,nausea,abdominal_pain,diarrhoea,mild_fever,yellowing_of_eyes,muscle_pain","joint pain , vomiting , yellowish skin , dark urine , nausea , abdominal pain , diarrhoea , mild fever , yellowing eyes , muscle pain"
198,hepatitis A,"joint_pain,vomiting,yellowish_skin,dark_urine,nausea,loss_of_appetite,diarrhoea,mild_fever,yellowing_of_eyes,muscle_pain","joint pain , vomiting , yellowish skin , dark urine , nausea , loss appetite , diarrhoea , mild fever , yellowing eyes , muscle pain"
199,hepatitis A,"joint_pain,vomiting,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,mild_fever,yellowing_of_eyes,muscle_pain","joint pain , vomiting , yellowish skin , dark urine , nausea , loss appetite , abdominal pain , mild fever , yellowing eyes , muscle pain"
200,Hepatitis B,"itching,fatigue,lethargy,yellowish_skin,dark_urine,loss_of_appetite,abdominal_pain,yellow_urine,yellowing_of_eyes,malaise,receiving_blood_transfusion,receiving_unsterile_injections","itching , fatigue , lethargy , yellowish skin , dark urine , loss appetite , abdominal pain , yellow urine , yellowing eyes , malaise , receiving blood transfusion , receiving unsterile injections"
201,Hepatitis B,"itching,fatigue,lethargy,yellowish_skin,dark_urine,loss_of_appetite,abdominal_pain,yellow_urine,yellowing_of_eyes,malaise,receiving_blood_transfusion,receiving_unsterile_injections","itching , fatigue , lethargy , yellowish skin , dark urine , loss appetite , abdominal pain , yellow urine , yellowing eyes , malaise , receiving blood transfusion , receiving unsterile injections"
202,Hepatitis B,"fatigue,lethargy,yellowish_skin,dark_urine,loss_of_appetite,abdominal_pain,yellow_urine,yellowing_of_eyes,malaise,receiving_blood_transfusion,receiving_unsterile_injections","fatigue , lethargy , yellowish skin , dark urine , loss appetite , abdominal pain , yellow urine , yellowing eyes , malaise , receiving blood transfusion , receiving unsterile injections"
203,Hepatitis B,"itching,lethargy,yellowish_skin,dark_urine,loss_of_appetite,abdominal_pain,yellow_urine,yellowing_of_eyes,malaise,receiving_blood_transfusion,receiving_unsterile_injections","itching , lethargy , yellowish skin , dark urine , loss appetite , abdominal pain , yellow urine , yellowing eyes , malaise , receiving blood transfusion , receiving unsterile injections"
204,Hepatitis B,"itching,fatigue,yellowish_skin,dark_urine,loss_of_appetite,abdominal_pain,yellow_urine,yellowing_of_eyes,malaise,receiving_blood_transfusion,receiving_unsterile_injections","itching , fatigue , yellowish skin , dark urine , loss appetite , abdominal pain , yellow urine , yellowing eyes , malaise , receiving blood transfusion , receiving unsterile injections"
205,Hepatitis B,"itching,fatigue,lethargy,dark_urine,loss_of_appetite,abdominal_pain,yellow_urine,yellowing_of_eyes,malaise,receiving_blood_transfusion,receiving_unsterile_injections","itching , fatigue , lethargy , dark urine , loss appetite , abdominal pain , yellow urine , yellowing eyes , malaise , receiving blood transfusion , receiving unsterile injections"
206,Hepatitis B,"itching,fatigue,lethargy,yellowish_skin,loss_of_appetite,abdominal_pain,yellow_urine,yellowing_of_eyes,malaise,receiving_blood_transfusion,receiving_unsterile_injections","itching , fatigue , lethargy , yellowish skin , loss appetite , abdominal pain , yellow urine , yellowing eyes , malaise , receiving blood transfusion , receiving unsterile injections"
207,Hepatitis B,"itching,fatigue,lethargy,yellowish_skin,dark_urine,abdominal_pain,yellow_urine,yellowing_of_eyes,malaise,receiving_blood_transfusion,receiving_unsterile_injections","itching , fatigue , lethargy , yellowish skin , dark urine , abdominal pain , yellow urine , yellowing eyes , malaise , receiving blood transfusion , receiving unsterile injections"
208,Hepatitis B,"itching,fatigue,lethargy,yellowish_skin,dark_urine,loss_of_appetite,yellow_urine,yellowing_of_eyes,malaise,receiving_blood_transfusion,receiving_unsterile_injections","itching , fatigue , lethargy , yellowish skin , dark urine , loss appetite , yellow urine , yellowing eyes , malaise , receiving blood transfusion , receiving unsterile injections"
209,Hepatitis B,"itching,fatigue,lethargy,yellowish_skin,dark_urine,loss_of_appetite,abdominal_pain,yellowing_of_eyes,malaise,receiving_blood_transfusion,receiving_unsterile_injections","itching , fatigue , lethargy , yellowish skin , dark urine , loss appetite , abdominal pain , yellowing eyes , malaise , receiving blood transfusion , receiving unsterile injections"
210,Hepatitis C,"fatigue,yellowish_skin,nausea,loss_of_appetite,family_history","fatigue , yellowish skin , nausea , loss appetite , family history"
211,Hepatitis C,"fatigue,yellowish_skin,nausea,loss_of_appetite,yellowing_of_eyes,family_history","fatigue , yellowish skin , nausea , loss appetite , yellowing eyes , family history"
212,Hepatitis C,"yellowish_skin,nausea,loss_of_appetite,yellowing_of_eyes,family_history","yellowish skin , nausea , loss appetite , yellowing eyes , family history"
213,Hepatitis C,"fatigue,nausea,loss_of_appetite,yellowing_of_eyes,family_history","fatigue , nausea , loss appetite , yellowing eyes , family history"
214,Hepatitis C,"fatigue,yellowish_skin,loss_of_appetite,yellowing_of_eyes,family_history","fatigue , yellowish skin , loss appetite , yellowing eyes , family history"
215,Hepatitis C,"fatigue,yellowish_skin,nausea,yellowing_of_eyes,family_history","fatigue , yellowish skin , nausea , yellowing eyes , family history"
216,Hepatitis C,"fatigue,yellowish_skin,nausea,loss_of_appetite,family_history","fatigue , yellowish skin , nausea , loss appetite , family history"
217,Hepatitis C,"fatigue,yellowish_skin,nausea,loss_of_appetite,yellowing_of_eyes","fatigue , yellowish skin , nausea , loss appetite , yellowing eyes"
218,Hepatitis C,"fatigue,yellowish_skin,nausea,loss_of_appetite,yellowing_of_eyes,family_history","fatigue , yellowish skin , nausea , loss appetite , yellowing eyes , family history"
219,Hepatitis C,"fatigue,yellowish_skin,nausea,loss_of_appetite,yellowing_of_eyes,family_history","fatigue , yellowish skin , nausea , loss appetite , yellowing eyes , family history"
220,Hepatitis D,"joint_pain,vomiting,fatigue,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes","joint pain , vomiting , fatigue , yellowish skin , dark urine , nausea , loss appetite , abdominal pain , yellowing eyes"
221,Hepatitis D,"vomiting,fatigue,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes","vomiting , fatigue , yellowish skin , dark urine , nausea , loss appetite , abdominal pain , yellowing eyes"
222,Hepatitis D,"joint_pain,fatigue,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes","joint pain , fatigue , yellowish skin , dark urine , nausea , loss appetite , abdominal pain , yellowing eyes"
223,Hepatitis D,"joint_pain,vomiting,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes","joint pain , vomiting , yellowish skin , dark urine , nausea , loss appetite , abdominal pain , yellowing eyes"
224,Hepatitis D,"joint_pain,vomiting,fatigue,dark_urine,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes","joint pain , vomiting , fatigue , dark urine , nausea , loss appetite , abdominal pain , yellowing eyes"
225,Hepatitis D,"joint_pain,vomiting,fatigue,yellowish_skin,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes","joint pain , vomiting , fatigue , yellowish skin , nausea , loss appetite , abdominal pain , yellowing eyes"
226,Hepatitis D,"joint_pain,vomiting,fatigue,yellowish_skin,dark_urine,loss_of_appetite,abdominal_pain,yellowing_of_eyes","joint pain , vomiting , fatigue , yellowish skin , dark urine , loss appetite , abdominal pain , yellowing eyes"
227,Hepatitis D,"joint_pain,vomiting,fatigue,yellowish_skin,dark_urine,nausea,abdominal_pain,yellowing_of_eyes","joint pain , vomiting , fatigue , yellowish skin , dark urine , nausea , abdominal pain , yellowing eyes"
228,Hepatitis D,"joint_pain,vomiting,fatigue,yellowish_skin,dark_urine,nausea,loss_of_appetite,yellowing_of_eyes","joint pain , vomiting , fatigue , yellowish skin , dark urine , nausea , loss appetite , yellowing eyes"
229,Hepatitis D,"joint_pain,vomiting,fatigue,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain","joint pain , vomiting , fatigue , yellowish skin , dark urine , nausea , loss appetite , abdominal pain"
230,Hepatitis E,"joint_pain,vomiting,fatigue,high_fever,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes,coma,stomach_bleeding","joint pain , vomiting , fatigue , high fever , yellowish skin , dark urine , nausea , loss appetite , abdominal pain , yellowing eyes , coma , stomach bleeding"
