,prognosis,symptoms_text
250,Tuberculosis,"chills,vomiting,fatigue,weight_loss,cough,high_fever,breathlessness,sweating,loss_of_appetite,mild_fever,yellowing_of_eyes,swelled_lymph_nodes,malaise,phlegm,chest_pain,blood_in_sputum"
251,Tuberculosis,"chills,vomiting,fatigue,weight_loss,cough,high_fever,breathlessness,sweating,loss_of_appetite,mild_fever,yellowing_of_eyes,swelled_lymph_nodes,malaise,phlegm,chest_pain,blood_in_sputum"
252,Tuberculosis,"vomiting,fatigue,weight_loss,cough,high_fever,breathlessness,sweating,loss_of_appetite,mild_fever,yellowing_of_eyes,swelled_lymph_nodes,malaise,phlegm,chest_pain,blood_in_sputum"
253,Tuberculosis,"chills,fatigue,weight_loss,cough,high_fever,breathlessness,sweating,loss_of_appetite,mild_fever,yellowing_of_eyes,swelled_lymph_nodes,malaise,phlegm,chest_pain,blood_in_sputum"
254,Tuberculosis,"chills,vomiting,weight_loss,cough,high_fever,breathlessness,sweating,loss_of_appetite,mild_fever,yellowing_of_eyes,swelled_lymph_nodes,malaise,phlegm,chest_pain,blood_in_sputum"
255,Tuberculosis,"chills,vomiting,fatigue,cough,high_fever,breathlessness,sweating,loss_of_appetite,mild_fever,yellowing_of_eyes,swelled_lymph_nodes,malaise,phlegm,chest_pain,blood_in_sputum"
256,Tuberculosis,"chills,vomiting,fatigue,weight_loss,high_fever,breathlessness,sweating,loss_of_appetite,mild_fever,yellowing_of_eyes,swelled_lymph_nodes,malaise,phlegm,chest_pain,blood_in_sputum"
257,Tuberculosis,"chills,vomiting,fatigue,weight_loss,cough,breathlessness,sweating,loss_of_appetite,mild_fever,yellowing_of_eyes,swelled_lymph_nodes,malaise,phlegm,chest_pain,blood_in_sputum"
258,Tuberculosis,"chills,vomiting,fatigue,weight_loss,cough,high_fever,sweating,loss_of_appetite,mild_fever,yellowing_of_eyes,swelled_lymph_nodes,malaise,phlegm,chest_pain,blood_in_sputum"
259,Tuberculosis,"chills,vomiting,fatigue,weight_loss,cough,high_fever,breathlessness,loss_of_appetite,mild_fever,yellowing_of_eyes,swelled_lymph_nodes,malaise,phlegm,chest_pain,blood_in_sputum"
260,Common Cold,"continuous_sneezing,chills,fatigue,cough,high_fever,headache,swelled_lymph_nodes,malaise,phlegm,throat_irritation,redness_of_eyes,sinus_pressure,runny_nose,congestion,chest_pain,loss_of_smell,muscle_pain"
261,Common Cold,"continuous_sneezing,chills,fatigue,cough,high_fever,headache,swelled_lymph_nodes,malaise,phlegm,throat_irritation,redness_of_eyes,sinus_pressure,runny_nose,congestion,chest_pain,loss_of_smell,muscle_pain"
262,Common Cold,"chills,fatigue,cough,high_fever,headache,swelled_lymph_nodes,malaise,phlegm,throat_irritation,redness_of_eyes,sinus_pressure,runny_nose,congestion,chest_pain,loss_of_smell,muscle_pain"
263,Common Cold,"continuous_sneezing,fatigue,cough,high_fever,headache,swelled_lymph_nodes,malaise,phlegm,throat_irritation,redness_of_eyes,sinus_pressure,runny_nose,congestion,chest_pain,loss_of_smell,muscle_pain"
264,Common Cold,"continuous_sneezing,chills,cough,high_fever,headache,swelled_lymph_nodes,malaise,phlegm,throat_irritation,redness_of_eyes,sinus_pressure,runny_nose,congestion,chest_pain,loss_of_smell,muscle_pain"
265,Common Cold,"continuous_sneezing,chills,fatigue,high_fever,headache,swelled_lymph_nodes,malaise,phlegm,throat_irritation,redness_of_eyes,sinus_pressure,runny_nose,congestion,chest_pain,loss_of_smell,muscle_pain"
266,Common Cold,"continuous_sneezing,chills,fatigue,cough,headache,swelled_lymph_nodes,malaise,phlegm,throat_irritation,redness_of_eyes,sinus_pressure,runny_nose,congestion,chest_pain,loss_of_smell,muscle_pain"
267,Common Cold,"continuous_sneezing,chills,fatigue,cough,high_fever,swelled_lymph_nodes,malaise,phlegm,throat_irritation,redness_of_eyes,sinus_pressure,runny_nose,congestion,chest_pain,loss_of_smell,muscle_pain"
268,Common Cold,"continuous_sneezing,chills,fatigue,cough,high_fever,headache,malaise,phlegm,throat_irritation,redness_of_eyes,sinus_pressure,runny_nose,congestion,chest_pain,loss_of_smell,muscle_pain"
269,Common Cold,"continuous_sneezing,chills,fatigue,cough,high_fever,headache,swelled_lymph_nodes,phlegm,throat_irritation,redness_of_eyes,sinus_pressure,runny_nose,congestion,chest_pain,loss_of_smell,muscle_pain"
270,Pneumonia,"chills,fatigue,cough,high_fever,breathlessness,sweating,malaise,chest_pain,fast_heart_rate,rusty_sputum"
271,Pneumonia,"chills,fatigue,cough,high_fever,breathlessness,sweating,malaise,phlegm,chest_pain,fast_heart_rate,rusty_sputum"
272,Pneumonia,"chills,fatigue,cough,high_fever,breathlessness,sweating,malaise,phlegm,chest_pain,fast_heart_rate,rusty_sputum"
273,Pneumonia,"fatigue,cough,high_fever,breathlessness,sweating,malaise,phlegm,chest_pain,fast_heart_rate,rusty_sputum"
274,Pneumonia,"chills,cough,high_fever,breathlessness,sweating,malaise,phlegm,chest_pain,fast_heart_rate,rusty_sputum"
275,Pneumonia,"chills,fatigue,high_fever,breathlessness,sweating,malaise,phlegm,chest_pain,fast_heart_rate,rusty_sputum"
276,Pneumonia,"chills,fatigue,cough,breathlessness,sweating,malaise,phlegm,chest_pain,fast_heart_rate,rusty_sputum"
277,Pneumonia,"chills,fatigue,cough,high_fever,sweating,malaise,phlegm,chest_pain,fast_heart_rate,rusty_sputum"
278,Pneumonia,"chills,fatigue,cough,high_fever,breathlessness,malaise,phlegm,chest_pain,fast_heart_rate,rusty_sputum"
279,Pneumonia,"chills,fatigue,cough,high_fever,breathlessness,sweating,phlegm,chest_pain,fast_heart_rate,rusty_sputum"
280,Dimorphic hemmorhoids(piles),"constipation,pain_during_bowel_movements,pain_in_anal_region,bloody_stool,irritation_in_anus"
281,Dimorphic hemmorhoids(piles),"constipation,pain_during_bowel_movements,pain_in_anal_region,bloody_stool,irritation_in_anus"
282,Dimorphic hemmorhoids(piles),"constipation,pain_during_bowel_movements,pain_in_anal_region,bloody_stool,irritation_in_anus"
283,Dimorphic hemmorhoids(piles),"pain_during_bowel_movements,pain_in_anal_region,bloody_stool,irritation_in_anus"
284,Dimorphic hemmorhoids(piles),"constipation,pain_in_anal_region,bloody_stool,irritation_in_anus"
285,Dimorphic hemmorhoids(piles),"constipation,pain_during_bowel_movements,bloody_stool,irritation_in_anus"
286,Dimorphic hemmorhoids(piles),"constipation,pain_during_bowel_movements,pain_in_anal_region,irritation_in_anus"
287,Dimorphic hemmorhoids(piles),"constipation,pain_during_bowel_movements,pain_in_anal_region,bloody_stool"
288,Dimorphic hemmorhoids(piles),"constipation,pain_during_bowel_movements,pain_in_anal_region,bloody_stool,irritation_in_anus"
289,Dimorphic hemmorhoids(piles),"constipation,pain_during_bowel_movements,pain_in_anal_region,bloody_stool,irritation_in_anus"
290,Heart attack,"vomiting,breathlessness,sweating,chest_pain"
291,Heart attack,"vomiting,breathlessness,sweating,chest_pain"
292,Heart attack,"breathlessness,sweating,chest_pain"
293,Heart attack,"vomiting,sweating,chest_pain"
294,Heart attack,"vomiting,breathlessness,chest_pain"
295,Heart attack,"vomiting,breathlessness,sweating"
296,Heart attack,"vomiting,breathlessness,sweating,chest_pain"
297,Heart attack,"breathlessness,sweating,chest_pain"
298,Heart attack,"vomiting,sweating,chest_pain"
299,Heart attack,"vomiting,breathlessness,chest_pain"
300,Varicose veins,"fatigue,cramps,bruising,obesity,swollen_legs,swollen_blood_vessels,prominent_veins_on_calf"
301,Varicose veins,"fatigue,cramps,bruising,obesity,swollen_legs,swollen_blood_vessels,prominent_veins_on_calf"
302,Varicose veins,"cramps,bruising,obesity,swollen_legs,swollen_blood_vessels,prominent_veins_on_calf"
303,Varicose veins,"fatigue,bruising,obesity,swollen_legs,swollen_blood_vessels,prominent_veins_on_calf"
304,Varicose veins,"fatigue,cramps,obesity,swollen_legs,swollen_blood_vessels,prominent_veins_on_calf"
305,Varicose veins,"fatigue,cramps,bruising,swollen_legs,swollen_blood_vessels,prominent_veins_on_calf"
306,Varicose veins,"fatigue,cramps,bruising,obesity,swollen_blood_vessels,prominent_veins_on_calf"
307,Varicose veins,"fatigue,cramps,bruising,obesity,swollen_legs,prominent_veins_on_calf"
308,Varicose veins,"fatigue,cramps,bruising,obesity,swollen_legs,swollen_blood_vessels"
309,Varicose veins,"fatigue,cramps,bruising,obesity,swollen_legs,prominent_veins_on_calf"
310,Hypothyroidism,"fatigue,weight_gain,cold_hands_and_feets,mood_swings,lethargy,dizziness,puffy_face_and_eyes,enlarged_thyroid,brittle_nails,swollen_extremeties,depression,irritability,abnormal_menstruation"
311,Hypothyroidism,"fatigue,weight_gain,cold_hands_and_feets,mood_swings,lethargy,dizziness,puffy_face_and_eyes,enlarged_thyroid,brittle_nails,swollen_extremeties,depression,irritability,abnormal_menstruation"
312,Hypothyroidism,"weight_gain,cold_hands_and_feets,mood_swings,lethargy,dizziness,puffy_face_and_eyes,enlarged_thyroid,brittle_nails,swollen_extremeties,depression,irritability,abnormal_menstruation"
313,Hypothyroidism,"weight_gain,cold_hands_and_feets,mood_swings,lethargy,dizziness,puffy_face_and_eyes,enlarged_thyroid,brittle_nails,swollen_extremeties,depression,irritability,abnormal_menstruation"
314,Hypothyroidism,"fatigue,cold_hands_and_feets,mood_swings,lethargy,dizziness,puffy_face_and_eyes,enlarged_thyroid,brittle_nails,swollen_extremeties,depression,irritability,abnormal_menstruation"
315,Hypothyroidism,"fatigue,weight_gain,mood_swings,lethargy,dizziness,puffy_face_and_eyes,enlarged_thyroid,brittle_nails,swollen_extremeties,depression,irritability,abnormal_menstruation"
316,Hypothyroidism,"fatigue,weight_gain,cold_hands_and_feets,lethargy,dizziness,puffy_face_and_eyes,enlarged_thyroid,brittle_nails,swollen_extremeties,depression,irritability,abnormal_menstruation"
317,Hypothyroidism,"fatigue,weight_gain,cold_hands_and_feets,mood_swings,dizziness,puffy_face_and_eyes,enlarged_thyroid,brittle_nails,swollen_extremeties,depression,irritability,abnormal_menstruation"
318,Hypothyroidism,"fatigue,weight_gain,cold_hands_and_feets,mood_swings,lethargy,puffy_face_and_eyes,enlarged_thyroid,brittle_nails,swollen_extremeties,depression,irritability,abnormal_menstruation"
319,Hypothyroidism,"fatigue,weight_gain,cold_hands_and_feets,mood_swings,lethargy,dizziness,enlarged_thyroid,brittle_nails,swollen_extremeties,depression,irritability,abnormal_menstruation"
320,Hyperthyroidism,"fatigue,mood_swings,weight_loss,restlessness,sweating,diarrhoea,fast_heart_rate,excessive_hunger,muscle_weakness,irritability,abnormal_menstruation"
321,Hyperthyroidism,"fatigue,mood_swings,weight_loss,restlessness,sweating,diarrhoea,fast_heart_rate,excessive_hunger,muscle_weakness,irritability,abnormal_menstruation"
322,Hyperthyroidism,"mood_swings,weight_loss,restlessness,sweating,diarrhoea,fast_heart_rate,excessive_hunger,muscle_weakness,irritability,abnormal_menstruation"
323,Hyperthyroidism,"fatigue,weight_loss,restlessness,sweating,diarrhoea,fast_heart_rate,excessive_hunger,muscle_weakness,irritability,abnormal_menstruation"
324,Hyperthyroidism,"fatigue,mood_swings,restlessness,sweating,diarrhoea,fast_heart_rate,excessive_hunger,muscle_weakness,irritability,abnormal_menstruation"
325,Hyperthyroidism,"fatigue,mood_swings,weight_loss,sweating,diarrhoea,fast_heart_rate,excessive_hunger,muscle_weakness,irritability,abnormal_menstruation"
326,Hyperthyroidism,"fatigue,mood_swings,weight_loss,restlessness,diarrhoea,fast_heart_rate,excessive_hunger,muscle_weakness,irritability,abnormal_menstruation"
327,Hyperthyroidism,"fatigue,mood_swings,weight_loss,restlessness,sweating,fast_heart_rate,excessive_hunger,muscle_weakness,irritability,abnormal_menstruation"
328,Hyperthyroidism,"fatigue,mood_swings,weight_loss,restlessness,sweating,diarrhoea,excessive_hunger,muscle_weakness,irritability,abnormal_menstruation"
329,Hyperthyroidism,"fatigue,mood_swings,weight_loss,restlessness,sweating,diarrhoea,fast_heart_rate,muscle_weakness,irritability,abnormal_menstruation"
330,Hypoglycemia,"vomiting,fatigue,anxiety,sweating,headache,nausea,blurred_and_distorted_vision,excessive_hunger,slurred_speech,irritability,palpitations"
331,Hypoglycemia,"vomiting,fatigue,anxiety,sweating,headache,nausea,blurred_and_distorted_vision,excessive_hunger,drying_and_tingling_lips,slurred_speech,irritability,palpitations"
332,Hypoglycemia,"vomiting,fatigue,anxiety,sweating,headache,nausea,blurred_and_distorted_vision,excessive_hunger,drying_and_tingling_lips,slurred_speech,irritability,palpitations"
333,Hypoglycemia,"fatigue,anxiety,sweating,headache,nausea,blurred_and_distorted_vision,excessive_hunger,drying_and_tingling_lips,slurred_speech,irritability,palpitations"
334,Hypoglycemia,"vomiting,anxiety,sweating,headache,nausea,blurred_and_distorted_vision,excessive_hunger,drying_and_tingling_lips,slurred_speech,irritability,palpitations"
335,Hypoglycemia,"vomiting,fatigue,sweating,headache,nausea,blurred_and_distorted_vision,excessive_hunger,drying_and_tingling_lips,slurred_speech,irritability,palpitations"
336,Hypoglycemia,"vomiting,fatigue,anxiety,headache,nausea,blurred_and_distorted_vision,excessive_hunger,drying_and_tingling_lips,slurred_speech,irritability,palpitations"
337,Hypoglycemia,"vomiting,fatigue,anxiety,sweating,nausea,blurred_and_distorted_vision,excessive_hunger,drying_and_tingling_lips,slurred_speech,irritability,palpitations"
338,Hypoglycemia,"vomiting,fatigue,anxiety,sweating,headache,blurred_and_distorted_vision,excessive_hunger,drying_and_tingling_lips,slurred_speech,irritability,palpitations"
339,Hypoglycemia,"vomiting,fatigue,anxiety,sweating,headache,nausea,excessive_hunger,drying_and_tingling_lips,slurred_speech,irritability,palpitations"
340,Osteoarthristis,"joint_pain,neck_pain,knee_pain,hip_joint_pain,swelling_joints,painful_walking"
341,Osteoarthristis,"joint_pain,neck_pain,knee_pain,hip_joint_pain,swelling_joints,painful_walking"
342,Osteoarthristis,"neck_pain,knee_pain,hip_joint_pain,swelling_joints,painful_walking"
343,Osteoarthristis,"joint_pain,knee_pain,hip_joint_pain,swelling_joints,painful_walking"
344,Osteoarthristis,"joint_pain,neck_pain,hip_joint_pain,swelling_joints,painful_walking"
345,Osteoarthristis,"joint_pain,neck_pain,knee_pain,swelling_joints,painful_walking"
346,Osteoarthristis,"joint_pain,neck_pain,knee_pain,hip_joint_pain,painful_walking"
347,Osteoarthristis,"joint_pain,neck_pain,knee_pain,hip_joint_pain,swelling_joints"
348,Osteoarthristis,"joint_pain,neck_pain,knee_pain,hip_joint_pain,swelling_joints,painful_walking"
349,Osteoarthristis,"joint_pain,neck_pain,knee_pain,hip_joint_pain,swelling_joints,painful_walking"
350,Arthritis,"muscle_weakness,stiff_neck,swelling_joints,movement_stiffness,painful_walking"
351,Arthritis,"muscle_weakness,stiff_neck,swelling_joints,movement_stiffness,painful_walking"
352,Arthritis,"stiff_neck,swelling_joints,movement_stiffness,painful_walking"
353,Arthritis,"muscle_weakness,swelling_joints,movement_stiffness,painful_walking"
354,Arthritis,"muscle_weakness,stiff_neck,movement_stiffness,painful_walking"
355,Arthritis,"muscle_weakness,stiff_neck,swelling_joints,painful_walking"
356,Arthritis,"muscle_weakness,stiff_neck,swelling_joints,movement_stiffness,painful_walking"
357,Arthritis,"muscle_weakness,stiff_neck,swelling_joints,movement_stiffness"
358,Arthritis,"muscle_weakness,stiff_neck,swelling_joints,movement_stiffness,painful_walking"
359,Arthritis,"muscle_weakness,stiff_neck,swelling_joints,movement_stiffness,painful_walking"
360,(vertigo) Paroymsal  Positional Vertigo,"vomiting,headache,nausea,spinning_movements,loss_of_balance,unsteadiness"
361,(vertigo) Paroymsal  Positional Vertigo,"vomiting,headache,nausea,spinning_movements,loss_of_balance,unsteadiness"
362,(vertigo) Paroymsal  Positional Vertigo,"headache,nausea,spinning_movements,loss_of_balance,unsteadiness"
363,(vertigo) Paroymsal  Positional Vertigo,"vomiting,nausea,spinning_movements,loss_of_balance,unsteadiness"
364,(vertigo) Paroymsal  Positional Vertigo,"vomiting,headache,spinning_movements,loss_of_balance,unsteadiness"
365,(vertigo) Paroymsal  Positional Vertigo,"vomiting,headache,nausea,loss_of_balance,unsteadiness"
366,(vertigo) Paroymsal  Positional Vertigo,"vomiting,headache,nausea,spinning_movements,unsteadiness"
367,(vertigo) Paroymsal  Positional Vertigo,"vomiting,headache,nausea,spinning_movements,loss_of_balance"
368,(vertigo) Paroymsal  Positional Vertigo,"vomiting,headache,nausea,spinning_movements,loss_of_balance,unsteadiness"
369,(vertigo) Paroymsal  Positional Vertigo,"vomiting,headache,nausea,loss_of_balance,unsteadiness"
370,Acne,"skin_rash,pus_filled_pimples,blackheads,scurring"
371,Acne,"skin_rash,pus_filled_pimples,blackheads,scurring"
372,Acne,"pus_filled_pimples,blackheads,scurring"
373,Acne,"skin_rash,blackheads,scurring"
374,Acne,"skin_rash,pus_filled_pimples,scurring"
375,Acne,"skin_rash,pus_filled_pimples,blackheads"
376,Acne,"skin_rash,pus_filled_pimples,blackheads,scurring"
377,Acne,"skin_rash,pus_filled_pimples,blackheads"
378,Acne,"skin_rash,pus_filled_pimples,scurring"
379,Acne,"skin_rash,blackheads,scurring"
380,Urinary tract infection,"burning_micturition,bladder_discomfort,foul_smell_of urine,continuous_feel_of_urine"
381,Urinary tract infection,"burning_micturition,bladder_discomfort,foul_smell_of urine,continuous_feel_of_urine"
382,Urinary tract infection,"bladder_discomfort,foul_smell_of urine,continuous_feel_of_urine"
383,Urinary tract infection,"burning_micturition,foul_smell_of urine,continuous_feel_of_urine"
384,Urinary tract infection,"burning_micturition,bladder_discomfort,continuous_feel_of_urine"
385,Urinary tract infection,"burning_micturition,bladder_discomfort,foul_smell_of urine"
386,Urinary tract infection,"burning_micturition,bladder_discomfort,foul_smell_of urine,continuous_feel_of_urine"
387,Urinary tract infection,"burning_micturition,bladder_discomfort,continuous_feel_of_urine"
388,Urinary tract infection,"bladder_discomfort,foul_smell_of urine,continuous_feel_of_urine"
389,Urinary tract infection,"burning_micturition,bladder_discomfort,continuous_feel_of_urine"
390,Psoriasis,"skin_rash,joint_pain,skin_peeling,silver_like_dusting,small_dents_in_nails,inflammatory_nails"
391,Psoriasis,"skin_rash,joint_pain,skin_peeling,silver_like_dusting,small_dents_in_nails,inflammatory_nails"
392,Psoriasis,"joint_pain,skin_peeling,silver_like_dusting,small_dents_in_nails,inflammatory_nails"
